profile,depth,time,latitude,longitude,chlorophyll
,m,UTC,degrees_north,degrees_east,mg m-3
53016,30.0,2022-09-04T09:00:45Z,32.95605,-123.621625,0.24775
53017,30.0,2022-09-04T11:50:54Z,32.950025,-123.628055,0.26645454545454544
53018,30.0,2022-09-04T14:37:00Z,32.9426025,-123.63532000000001,0.2571818181818182
53019,30.0,2022-09-04T17:25:07Z,32.9381875,-123.6431225,0.38376923076923075
53020,30.0,2022-09-04T20:11:37Z,32.9334475,-123.65062499999999,0.9212727272727274
53021,30.0,2022-09-04T22:58:48Z,32.92635,-123.657695,0.8675000000000002
53022,30.0,2022-09-05T01:49:58Z,32.915555,-123.66601,1.0846666666666664
53023,30.0,2022-09-05T04:37:18Z,32.9045775,-123.675015,0.3072500000000001
53024,30.0,2022-09-05T07:22:44Z,32.897275,-123.68167749999999,0.37269230769230777
53025,30.0,2022-09-05T10:11:08Z,32.89451,-123.6846375,0.6376363636363636
53026,30.0,2022-09-05T12:59:40Z,32.891572499999995,-123.68484749999999,0.6093
53027,30.0,2022-09-05T15:44:21Z,32.8889575,-123.68743,0.799090909090909
53028,30.0,2022-09-05T18:28:54Z,32.888172499999996,-123.6921625,0.7752
53029,30.0,2022-09-05T21:18:26Z,32.8867575,-123.69759499999999,0.48374999999999996
53030,30.0,2022-09-06T00:04:34Z,32.8850075,-123.70308,0.7302
53031,30.0,2022-09-06T02:49:57Z,32.8806,-123.70953,0.7700000000000001
53032,30.0,2022-09-06T05:37:06Z,32.874427499999996,-123.7207675,0.8045454545454546
53033,30.0,2022-09-06T08:23:28Z,32.867374999999996,-123.734055,0.6408461538461538
53034,30.0,2022-09-06T11:11:26Z,32.861115,-123.7438875,0.42066666666666674
53035,30.0,2022-09-06T13:59:44Z,32.8578825,-123.7523325,0.2724
53036,30.0,2022-09-06T16:45:03Z,32.8562975,-123.758205,0.26599999999999996
53037,30.0,2022-09-06T19:27:09Z,32.852265,-123.7625525,0.27
53038,30.0,2022-09-06T22:10:32Z,32.84645,-123.7675,0.28550000000000003
52954,40.0,2022-08-28T00:14:02Z,33.42259,-122.8049475,0.9630000000000003
52955,40.0,2022-08-28T03:11:44Z,33.414567500000004,-122.8166875,1.03875
52956,40.0,2022-08-28T06:07:23Z,33.409602500000005,-122.8380025,0.7775454545454547
52957,40.0,2022-08-28T09:03:34Z,33.404375,-122.85803250000001,0.8337272727272729
52958,40.0,2022-08-28T11:59:17Z,33.396879999999996,-122.8640675,0.9759
52959,40.0,2022-08-28T14:47:34Z,33.3890725,-122.8695275,0.8568
52960,40.0,2022-08-28T17:37:02Z,33.383772500000006,-122.881275,0.7530000000000001
52961,40.0,2022-08-28T20:35:12Z,33.38035,-122.893985,1.09425
52962,40.0,2022-08-28T23:29:34Z,33.370635,-122.9017475,1.5526363636363636
52963,40.0,2022-08-29T02:19:24Z,33.3620625,-122.91398000000001,1.1559
52964,40.0,2022-08-29T05:08:50Z,33.3574325,-122.93012,0.6171
52965,40.0,2022-08-29T08:01:13Z,33.352505,-122.94834499999999,0.6913636363636364
52966,40.0,2022-08-29T10:49:52Z,33.345495,-122.961555,1.1019230769230772
52967,40.0,2022-08-29T13:40:22Z,33.336217500000004,-122.96977749999999,0.8446666666666667
52968,40.0,2022-08-29T16:31:35Z,33.330265000000004,-122.98100500000001,0.9636000000000001
52969,40.0,2022-08-29T19:26:20Z,33.325937499999995,-122.9967375,0.9567000000000002
52970,40.0,2022-08-29T22:18:24Z,33.319125,-123.0130075,0.9632727272727272
52971,40.0,2022-08-30T01:13:59Z,33.30952,-123.0237775,1.1415
52972,40.0,2022-08-30T04:04:39Z,33.30177,-123.03681999999999,0.95175
52973,40.0,2022-08-30T06:54:50Z,33.295562499999996,-123.0559425,1.0115454545454547
52974,40.0,2022-08-30T09:41:31Z,33.288244999999996,-123.07707500000001,0.9491999999999999
52975,40.0,2022-08-30T12:34:23Z,33.2778275,-123.0885775,1.1232500000000003
52976,40.0,2022-08-30T15:28:07Z,33.268085,-123.096165,1.064
52977,40.0,2022-08-30T18:17:56Z,33.2617025,-123.11013,0.9430909090909091
52978,40.0,2022-08-30T21:10:29Z,33.2553175,-123.1310375,1.3717500000000002
52979,40.0,2022-08-31T00:02:49Z,33.243990000000004,-123.1474375,1.460181818181818
52980,40.0,2022-08-31T02:59:47Z,33.23339,-123.1596475,1.389
52981,40.0,2022-08-31T05:47:32Z,33.2292275,-123.17501250000001,1.0639999999999998
52982,40.0,2022-08-31T08:38:41Z,33.223639999999996,-123.19001750000001,1.4676000000000002
52983,40.0,2022-08-31T11:27:10Z,33.2144925,-123.204655,1.13875
52984,40.0,2022-08-31T14:18:56Z,33.20318,-123.2187,0.513
52985,40.0,2022-08-31T17:07:18Z,33.1958875,-123.23398,1.1381999999999999
52986,40.0,2022-08-31T19:58:22Z,33.18914,-123.25023,0.8076000000000001
52987,40.0,2022-08-31T22:46:23Z,33.18149,-123.266405,1.0854000000000001
52988,40.0,2022-09-01T01:32:50Z,33.169075,-123.278235,0.9846666666666667
52989,40.0,2022-09-01T04:20:24Z,33.16091,-123.2939925,0.7896000000000001
52990,40.0,2022-09-01T07:10:16Z,33.1560325,-123.31035,1.0875
52991,40.0,2022-09-01T09:59:18Z,33.1490875,-123.32627249999999,0.8682000000000001
52992,40.0,2022-09-01T12:51:36Z,33.13793,-123.338915,0.7546153846153848
52993,40.0,2022-09-01T15:46:22Z,33.1271125,-123.35757749999999,0.77425
52994,40.0,2022-09-01T18:43:14Z,33.121685,-123.3764275,0.6885000000000001
52995,40.0,2022-09-01T21:41:00Z,33.114055,-123.38851500000001,1.0898999999999999
52996,40.0,2022-09-02T00:34:53Z,33.10044,-123.40017,0.9921818181818179
52997,40.0,2022-09-02T03:25:12Z,33.0909125,-123.4184,1.1949
52998,40.0,2022-09-02T06:13:22Z,33.0840475,-123.43571,0.9944999999999998
52999,40.0,2022-09-02T09:04:17Z,33.07814,-123.450755,0.892909090909091
53000,40.0,2022-09-02T12:00:47Z,33.068847500000004,-123.46321,0.44550000000000006
53001,40.0,2022-09-02T14:51:28Z,33.0594425,-123.476735,0.40118181818181814
53002,40.0,2022-09-02T17:36:08Z,33.05126,-123.4901075,0.7398
53003,40.0,2022-09-02T20:27:36Z,33.047475,-123.501925,0.7150909090909091
53004,40.0,2022-09-02T23:22:48Z,33.0396925,-123.50795,0.5969999999999999
53005,40.0,2022-09-03T02:13:16Z,33.0302375,-123.5166,0.4445454545454545
53006,40.0,2022-09-03T04:57:49Z,33.02284,-123.5278275,0.8386363636363637
53007,40.0,2022-09-03T07:52:38Z,33.014125,-123.5350025,0.44675000000000004
53008,40.0,2022-09-03T10:45:22Z,33.0089025,-123.544625,0.3905454545454546
53009,40.0,2022-09-03T13:33:17Z,33.00188,-123.55403749999999,0.3340909090909091
53010,40.0,2022-09-03T16:23:36Z,32.9942775,-123.56574499999999,0.33825
53011,40.0,2022-09-03T19:11:36Z,32.9888725,-123.578555,0.3861818181818182
53012,40.0,2022-09-03T21:59:04Z,32.9851975,-123.589,0.46281818181818185
53013,40.0,2022-09-04T00:45:06Z,32.978905,-123.5962025,0.5501999999999999
53014,40.0,2022-09-04T03:30:58Z,32.9719625,-123.60528,0.8814
53015,40.0,2022-09-04T06:14:14Z,32.963319999999996,-123.6141775,1.1726666666666665
53016,40.0,2022-09-04T09:00:45Z,32.95605,-123.621625,0.31990909090909087
53017,40.0,2022-09-04T11:50:54Z,32.950025,-123.628055,0.336
53018,40.0,2022-09-04T14:37:00Z,32.9426025,-123.63532000000001,0.31281818181818183
