profile,depth,time,latitude,longitude,chlorophyll
,m,UTC,degrees_north,degrees_east,mg m-3
55867,50.0,2023-07-06T01:31:37Z,34.283575,-119.8448725,0.3126000000000001
55868,50.0,2023-07-06T03:28:48Z,34.2861725,-119.83194,0.26123076923076927
55869,50.0,2023-07-06T05:14:36Z,34.2901525,-119.822455,0.318
55870,50.0,2023-07-06T06:59:06Z,34.2943925,-119.8176075,0.42490909090909096
55871,50.0,2023-07-06T08:42:15Z,34.29796,-119.81554750000001,0.5050909090909091
55872,50.0,2023-07-06T10:27:22Z,34.2986275,-119.8135025,0.39354545454545453
55873,50.0,2023-07-06T11:53:22Z,34.29839,-119.81095,0.42533333333333334
55874,50.0,2023-07-06T13:13:35Z,34.298135,-119.80511,0.44700000000000006
55875,50.0,2023-07-06T14:12:05Z,34.298100000000005,-119.79968500000001,0.7101
55876,50.0,2023-07-06T15:03:00Z,34.29807,-119.79414,0.5697272727272727
55877,50.0,2023-07-06T15:52:36Z,34.297805000000004,-119.78841249999999,0.8028000000000001
55817,60.0,2023-06-30T00:52:25Z,34.2572075,-120.55573,0.16125
55818,60.0,2023-06-30T03:58:54Z,34.25009,-120.537525,0.18175
55819,60.0,2023-06-30T07:00:14Z,34.2485375,-120.516155,0.17769230769230765
55820,60.0,2023-06-30T09:56:10Z,34.24785,-120.4872425,0.18409090909090908
55821,60.0,2023-06-30T12:45:24Z,34.246129999999994,-120.4582775,0.18327272727272728
55822,60.0,2023-06-30T15:25:42Z,34.2435525,-120.43620250000001,0.17099999999999999
55823,60.0,2023-06-30T18:06:05Z,34.240285,-120.414965,0.16770000000000002
55824,60.0,2023-06-30T20:42:06Z,34.23317,-120.38898,0.1789090909090909
55825,60.0,2023-06-30T23:16:11Z,34.2236725,-120.3613375,0.18270000000000003
55826,60.0,2023-07-01T01:58:50Z,34.2151225,-120.3392525,0.18027272727272728
55827,60.0,2023-07-01T04:42:38Z,34.21045,-120.3217175,0.17154545454545453
55828,60.0,2023-07-01T07:27:50Z,34.206154999999995,-120.29866249999999,0.17676923076923082
55829,60.0,2023-07-01T10:16:43Z,34.2017475,-120.26787250000001,0.17625000000000002
55830,60.0,2023-07-01T13:11:04Z,34.197404999999996,-120.23255,0.17536363636363636
55831,60.0,2023-07-01T16:17:48Z,34.1916275,-120.192595,0.1765
55832,60.0,2023-07-01T19:18:44Z,34.1848825,-120.15658,0.17481818181818182
